"","sender","recver","value","nodelab2","nodelab1"
"2556",1514,1964,1.1,"sab electronics pvt ltd","nippo batteries co. ltd"
"2557",1514,2027,4.43,"sarla devi khaitan","nippo batteries co. ltd"
"2558",1514,2205,1.18,"sitaram jiwarajka","nippo batteries co. ltd"
"2559",1514,2389,1.64,"sushil kumar jiwarajka","nippo batteries co. ltd"
"2560",1519,2109,7.19,"shantaben k patel","nirma ltd"
"2561",1530,495,4.01,"demuric holdings pvt ltd","nivi trading ltd"
"2562",1530,1767,20.05,"r d shroff","nivi trading ltd"
"2563",1530,1820,16.06,"rakshak chemicals pvt ltd","nivi trading ltd"
"2564",1530,2126,3.69,"shatataraka holdings pvt ltd","nivi trading ltd"
"2565",1530,2137,4.01,"shilpa shroff","nivi trading ltd"
"2566",1530,2612,4.01,"ventura guaranty ltd","nivi trading ltd"
"2567",1535,383,5.29,"carina finvest ltd","noble explochem ltd"
"2568",1535,1172,39.87,"lanica financial services ltd","noble explochem ltd"
"2569",1535,1447,1.21,"naman securities finance pvt ltd","noble explochem ltd"
"2570",1535,2119,2.43,"share investment trust pvt ltd","noble explochem ltd"
"2571",1538,200,1.2,"atul ltd","novartis india ltd"
"2572",1539,666,3.41,"g indira krishna reddy","novopan industries ltd"
"2573",1539,677,2.27,"g v sanjay reddy","novopan industries ltd"
"2574",1539,772,1.64,"gvk capital finance ltd","novopan industries ltd"
"2575",1539,773,12.46,"gvk petrochemicals pvt ltd","novopan industries ltd"
"2576",1539,2100,1.42,"shalini bhupal","novopan industries ltd"
"2577",1542,916,40.11,"industrial investment trust ltd","nu-tech corporate services ltd"
"2578",1543,1719,42.37,"pressman advertising marketing ltd","nucent estates ltd"
"2579",1546,1249,1.06,"magnus capital corporation ltd","ocean infrastructure ltd"
"2580",1547,89,1.32,"amrut securities ltd","octagon industries ltd"
"2581",1547,1145,3.58,"kuber finstock pvt ltd","octagon industries ltd"
"2582",1549,834,1.13,"hinduja tmt ltd","odyssey technologies ltd"
"2583",1553,2417,6.85,"t c kothari","om metals infraprojects ltd"
"2584",1555,834,2.42,"hinduja tmt ltd","omax autos ltd"
"2585",1557,910,2.32,"indsec securities finance ltd","omega interactive technologies ltd"
"2586",1557,1364,7.6,"mividha investments pvt ltd","omega interactive technologies ltd"
"2587",1557,1619,3.22,"panther finacap management services ltd","omega interactive technologies ltd"
"2588",1557,2169,1.26,"shripatee investments pvt ltd","omega interactive technologies ltd"
"2589",1557,2627,4.63,"vidyut investments ltd","omega interactive technologies ltd"
"2590",1558,1566,3.98,"optimates finvest pvt ltd","ondeo nalco india ltd"
"2591",1562,770,1.12,"gulu l mirchandani","onida saka ltd"
"2592",1562,1550,22.8,"ofl capital corporation ltd","onida saka ltd"
"2593",1562,1560,4.24,"onida credit investment ltd","onida saka ltd"
"2594",1562,1561,7.37,"onida finance ltd","onida saka ltd"
"2595",1562,1563,8.8,"onida savak ltd [merged]","onida saka ltd"
"2596",1563,770,1.55,"gulu l mirchandani","onida savak ltd [merged]"
"2597",1563,1380,25.1,"monica electronics ltd","onida savak ltd [merged]"
"2598",1563,1550,1.12,"ofl capital corporation ltd","onida savak ltd [merged]"
"2599",1563,1562,1.21,"onida saka ltd","onida savak ltd [merged]"
"2600",1563,2566,1.04,"usha ispat ltd","onida savak ltd [merged]"
"2601",1570,919,1.54,"infra lease finance services ltd","orchid chemicals pharmaceuticals ltd"
"2602",1571,110,1.74,"anjali harlalka","orient abrasives ltd"
"2603",1571,625,1.51,"faridabad paper mills ltd","orient abrasives ltd"
"2604",1571,1061,1.85,"kampani consultants ltd","orient abrasives ltd"
"2605",1571,1769,4.13,"r k rajgarhia","orient abrasives ltd"
"2606",1571,1923,17.43,"s g rajgarhia","orient abrasives ltd"
"2607",1572,476,1.25,"dalal street investment ltd","orient beverages ltd"
"2608",1572,1651,4.62,"peerless general finance investment company ltd","orient beverages ltd"
"2609",1576,251,1.62,"bambino investments trading company ltd","oriental hotels ltd"
"2610",1576,891,18.59,"indian hotels co. ltd","oriental hotels ltd"
"2611",1576,2430,5.68,"taj investment finance company ltd","oriental hotels ltd"
"2612",1576,2444,2.63,"tata chemicals ltd","oriental hotels ltd"
"2613",1578,890,1.33,"indian bank","origin agrostar ltd"
"2614",1579,938,27.52,"ipicol","orissa sponge iron steel ltd"
"2615",1579,2547,7.75,"unitech ltd","orissa sponge iron steel ltd"
"2616",1580,877,1.41,"ind bank merchant banking services ltd","oscar global ltd"
"2617",1580,2582,1.26,"v s dempo company ltd","oscar global ltd"
"2618",1583,631,2.13,"fidelity legal custodian services ltd","oseaspre consultants ltd"
"2619",1583,1000,23.95,"jehreen investments ltd","oseaspre consultants ltd"
"2620",1583,1061,3.13,"kampani consultants ltd","oseaspre consultants ltd"
"2621",1583,1062,2.13,"kampani finance ltd","oseaspre consultants ltd"
"2622",1583,1656,2.3,"persepolis investment company pvt ltd","oseaspre consultants ltd"
"2623",1583,1810,4.23,"rajesh rajeev investments pvt ltd","oseaspre consultants ltd"
"2624",1583,2215,3.13,"snk investments pvt ltd","oseaspre consultants ltd"
"2625",1588,857,1.99,"housing development finance corporation ltd","otis elevator co. (india) ltd"
"2626",1589,481,6.77,"darbhanga marketing company ltd","oudh sugar mills ltd"
"2627",1589,858,1.54,"htl investment trading company ltd","oudh sugar mills ltd"
"2628",1589,1907,12.48,"rtm investment trading company ltd","oudh sugar mills ltd"
"2629",1589,2063,12.82,"scm investment &#38;trading company ltd","oudh sugar mills ltd"
"2630",1589,2575,9.2,"uttar pradesh trading company ltd","oudh sugar mills ltd"
"2631",1590,2111,1.43,"shanti swarup aggarwal","ovobel foods ltd"
"2632",1590,2209,2.38,"smifs capital markets ltd","ovobel foods ltd"
"2633",1591,474,49.49,"dail investments ltd","oxides specialities ltd"
"2634",1592,1712,39,"premier automobiles ltd","p a e ltd"
"2635",1592,1715,39,"premier ltd","p a e ltd"
"2636",1600,893,70.35,"indian rayon industries ltd","p s i data systems ltd"
"2637",1600,2456,1.79,"tata power co. ltd","p s i data systems ltd"
"2638",1603,140,75.54,"apollo tyres ltd","p t l enterprises ltd"
"2639",1605,1127,1.61,"kotak securities ltd","padmalaya telefilms ltd"
"2640",1605,1858,6.97,"reliance capital ltd","padmalaya telefilms ltd"
"2641",1605,2627,4.76,"vidyut investments ltd","padmalaya telefilms ltd"
"2642",1609,1711,7.07,"premier auto electric ltd","pal credit capital ltd"
"2643",1609,1712,26.52,"premier automobiles ltd","pal credit capital ltd"
"2644",1609,2258,10.53,"spectra industries ltd","pal credit capital ltd"
"2645",1612,1154,2.47,"kwik appliances pvt ltd","panasonic carbon india co. ltd"
"2646",1612,1205,2.39,"lusaka properties pvt ltd","panasonic carbon india co. ltd"
"2647",1612,1296,2.26,"manori properties pvt ltd","panasonic carbon india co. ltd"
"2648",1612,1709,1.36,"preetha investments pvt ltd","panasonic carbon india co. ltd"
"2649",1612,2053,2.39,"savoy properties pvt ltd","panasonic carbon india co. ltd"
"2650",1617,101,2.07,"anil biyani - on behalf of bansi silk mills firm","pantaloon industries ltd"
"2651",1617,195,2.63,"asuti financial services pvt ltd","pantaloon industries ltd"
"2652",1617,726,7,"gopikishan biyani","pantaloon industries ltd"
"2653",1617,1181,7.28,"laxminarayan biyani","pantaloon industries ltd"
"2654",1617,1565,1.15,"opportune financial consultants pvt ltd","pantaloon industries ltd"
"2655",1617,2599,1.25,"varnish trading pvt ltd","pantaloon industries ltd"
"2656",1618,101,4.36,"anil biyani - on behalf of bansi silk mills firm","pantaloon retail (india) ltd"
"2657",1618,195,2.77,"asuti financial services pvt ltd","pantaloon retail (india) ltd"
"2658",1618,726,8.99,"gopikishan biyani","pantaloon retail (india) ltd"
"2659",1618,1181,5.87,"laxminarayan biyani","pantaloon retail (india) ltd"
"2660",1618,1565,1.29,"opportune financial consultants pvt ltd","pantaloon retail (india) ltd"
"2661",1618,1617,7.72,"pantaloon industries ltd","pantaloon retail (india) ltd"
"2662",1618,1620,1.5,"panther industrial products ltd","pantaloon retail (india) ltd"
"2663",1618,2599,7.78,"varnish trading pvt ltd","pantaloon retail (india) ltd"
"2664",1620,435,1.07,"classic credit ltd","panther industrial products ltd"
"2665",1621,2343,1.46,"sundaram finance ltd","panyam cements mineral inds. ltd"
"2666",1621,2627,3.51,"vidyut investments ltd","panyam cements mineral inds. ltd"
"2667",1621,2748,1.25,"zuari investment ltd","panyam cements mineral inds. ltd"
"2668",1622,919,1.43,"infra lease finance services ltd","paper products ltd"
"2669",1623,65,9.4,"alembic ltd","paraan ltd"
"2670",1623,1518,1.36,"nirayu pvt ltd","paraan ltd"
"2671",1623,1646,5.2,"paushak ltd [merged]","paraan ltd"
"2672",1623,2165,9.6,"shreno ltd","paraan ltd"
"2673",1630,557,6.25,"eid parry (india) ltd","paramount cosmetics (india) ltd"
"2674",1630,576,2.95,"emerald estates investments ltd","paramount cosmetics (india) ltd"
"2675",1630,1147,6.05,"kulasekharam investments pvt ltd","paramount cosmetics (india) ltd"
"2676",1630,1210,2.07,"m a alagappan","paramount cosmetics (india) ltd"
"2677",1630,1211,1.37,"m a m arunachalam","paramount cosmetics (india) ltd"
"2678",1630,1214,1.08,"m m murugappan","paramount cosmetics (india) ltd"
"2679",1630,1215,1.09,"m m venkatachalam","paramount cosmetics (india) ltd"
"2680",1630,1225,1.1,"m v murugappan","paramount cosmetics (india) ltd"
"2681",1630,1499,24.5,"new ambadi estates pvt ltd","paramount cosmetics (india) ltd"
"2682",1630,1500,8.36,"new ambadi investments pvt ltd","paramount cosmetics (india) ltd"
"2683",1630,1871,4.51,"remi securities ltd","paramount cosmetics (india) ltd"
"2684",1630,2469,4.83,"teeaye investments ltd","paramount cosmetics (india) ltd"
"2685",1631,752,1.59,"gujarat lease financing ltd","paras petrofils ltd"
"2686",1631,841,50,"hindustan lever ltd","paras petrofils ltd"
"2687",1632,241,14.25,"balabheem investment trading company pvt ltd","parijat trading ltd"
"2688",1632,960,14.21,"jagatguru investment trading company pvt ltd","parijat trading ltd"
"2689",1632,1681,1.25,"pooja tapria","parijat trading ltd"
"2690",1632,1831,1.67,"ramesh malpani","parijat trading ltd"
"2691",1632,2255,7.52,"space age chemplast pvt ltd","parijat trading ltd"
"2692",1632,2330,1.67,"suhas malpani","parijat trading ltd"
"2693",1632,2596,14.16,"varali investment trading company pvt ltd","parijat trading ltd"
"2694",1634,382,8.32,"carborundum universal ltd","parry agro inds. ltd"
"2695",1634,424,4.51,"cholamandalam investment finance company ltd","parry agro inds. ltd"
"2696",1634,557,6.25,"eid parry (india) ltd","parry agro inds. ltd"
"2697",1634,576,2.95,"emerald estates investments ltd","parry agro inds. ltd"
"2698",1634,1147,6.05,"kulasekharam investments pvt ltd","parry agro inds. ltd"
"2699",1634,1210,2.07,"m a alagappan","parry agro inds. ltd"
"2700",1634,1211,1.37,"m a m arunachalam","parry agro inds. ltd"
"2701",1634,1214,1.08,"m m murugappan","parry agro inds. ltd"
"2702",1634,1215,1.09,"m m venkatachalam","parry agro inds. ltd"
"2703",1634,1225,1.1,"m v murugappan","parry agro inds. ltd"
"2704",1634,1499,24.5,"new ambadi estates pvt ltd","parry agro inds. ltd"
"2705",1634,1500,8.36,"new ambadi investments pvt ltd","parry agro inds. ltd"
"2706",1634,2469,4.83,"teeaye investments ltd","parry agro inds. ltd"
"2707",1635,413,2.48,"charishma overseas pvt ltd","parsharti investment ltd"
"2708",1635,821,2.32,"highland industries ltd","parsharti investment ltd"
"2709",1639,499,1.18,"devanshu infin pvt ltd","pasupati acrylon ltd"
"2710",1639,1688,7.84,"pradeshiya industrial investment corporation of up ltd","pasupati acrylon ltd"
"2711",1640,2058,1.41,"sbi capital markets ltd","pasupati fabrics ltd"
"2712",1642,2109,3.26,"shantaben k patel","patels airtemp (india) ltd"
"2713",1644,1093,8.05,"kerala state industrial development corporation ltd","patspin india ltd"
"2714",1646,17,3.42,"aasia management consultancy ltd","paushak ltd [merged]"
"2715",1646,834,2,"hinduja tmt ltd","paushak ltd [merged]"
"2716",1650,1651,48.76,"peerless general finance investment company ltd","peerless abasan finance ltd"
"2717",1653,2560,1.51,"uno metals ltd","pentamedia graphics ltd"
"2718",1654,107,1.07,"anil shah","pentium infotech ltd"
"2719",1654,257,2.08,"baroda extrusions ltd","pentium infotech ltd"
"2720",1654,703,1.1,"ghanshyam gohil","pentium infotech ltd"
"2721",1654,900,1.1,"indiraben shah","pentium infotech ltd"
"2722",1654,976,5.61,"janak fincorp pvt ltd","pentium infotech ltd"
"2723",1654,987,1.1,"jayant shah","pentium infotech ltd"
"2724",1654,990,1.1,"jayesh shah","pentium infotech ltd"
"2725",1654,1270,1.07,"mahesh shah","pentium infotech ltd"
"2726",1654,1472,1.1,"natubhai gohil","pentium infotech ltd"
"2727",1654,1627,1.1,"parag shah","pentium infotech ltd"
"2728",1654,1637,1.1,"parul gohil","pentium infotech ltd"
"2729",1654,1705,1.1,"pratima shah","pentium infotech ltd"
"2730",1654,1737,4.22,"pro leasing finance ltd","pentium infotech ltd"
"2731",1654,1823,3.74,"ramanbhai trivedi","pentium infotech ltd"
"2732",1654,1973,1.1,"sagam shah","pentium infotech ltd"
"2733",1654,2008,1.64,"sangita shah","pentium infotech ltd"
"2734",1654,2225,3.88,"solanki trading pvt ltd","pentium infotech ltd"
"2735",1654,2523,1.64,"tushar shah","pentium infotech ltd"
"2736",1654,2668,5.65,"vishwasniya finlease pvt ltd","pentium infotech ltd"
"2737",1654,2680,5.19,"vyas impex pvt ltd","pentium infotech ltd"
"2738",1659,354,2.5,"bright star investments pvt ltd","pharmacia healthcare ltd [merged]"
"2739",1660,35,7.17,"adorn investment ltd","phillips carbon black ltd"
"2740",1660,269,7.2,"bespoke finvest ltd","phillips carbon black ltd"
"2741",1660,388,7.16,"ceat ltd","phillips carbon black ltd"
"2742",1660,823,3.89,"hilltop holdings india ltd","phillips carbon black ltd"
"2743",1660,924,1.46,"instant trading investment company ltd","phillips carbon black ltd"
"2744",1660,1143,1.94,"ktl industrial finance company ltd","phillips carbon black ltd"
"2745",1660,1903,1.38,"rpg cables ltd","phillips carbon black ltd"
"2746",1660,2558,2.51,"universal industrial fund ltd","phillips carbon black ltd"
"2747",1664,47,9.73,"ajay balvantray parekh","pidilite industries ltd"
"2748",1664,249,1.15,"balvantray kalyanji parekh","pidilite industries ltd"
"2749",1664,291,1.19,"bharati narendrakumar parekh","pidilite industries ltd"
"2750",1664,502,4.99,"devkalyan sales pvt ltd","pidilite industries ltd"
"2751",1664,799,2.24,"harton pvt ltd","pidilite industries ltd"
"2752",1664,827,1.07,"himatlal kalyanji parekh","pidilite industries ltd"
"2753",1664,941,4.88,"ishijas chemicals pvt ltd","pidilite industries ltd"
"2754",1664,1237,12.05,"madhukar balvantray parekh","pidilite industries ltd"
"2755",1664,1277,1.83,"mala madhukar parekh","pidilite industries ltd"
"2756",1664,1460,10.2,"narendrakumar kalyanji parekh","pidilite industries ltd"
"2757",1664,1663,1.5,"pidichem pvt ltd","pidilite industries ltd"
"2758",1664,2390,9.11,"sushilkumar kalyanji parekh","pidilite industries ltd"
"2759",1664,2587,2.27,"vaccum forming company pvt ltd","pidilite industries ltd"
"2760",1667,724,2.12,"goodwill financial services pvt ltd","pioneer agro extracts ltd"
"2761",1667,2252,8.16,"southern roadways ltd","pioneer agro extracts ltd"
"2762",1667,2343,6.12,"sundaram finance ltd","pioneer agro extracts ltd"
"2763",1667,2344,16.31,"sundaram industries ltd","pioneer agro extracts ltd"
"2764",1667,2425,10.24,"t v sundaram iyengar sons ltd","pioneer agro extracts ltd"
"2765",1668,944,7.4,"itc agrotech finance investment ltd","pioneer investcorp ltd"
"2766",1668,2582,5.62,"v s dempo company ltd","pioneer investcorp ltd"
"2767",1669,942,2.94,"ispat finance ltd","pithampur poly products ltd"
"2768",1671,132,16.53,"anurodh syntex pvt ltd","platinum ocean energy ltd"
"2769",1671,1971,16.39,"safal synthetics pvt ltd","platinum ocean energy ltd"
"2770",1671,2588,5.31,"vaibhav textiles pvt ltd","platinum ocean energy ltd"
"2771",1675,801,8.83,"haryana state industrial development corporation ltd","polo hotels ltd"
"2772",1676,2106,5.19,"shankar sales promotion pvt ltd","poly medicure ltd"
"2773",1676,2653,7.16,"vinson brothers pvt ltd","poly medicure ltd"
"2774",1677,2106,1.42,"shankar sales promotion pvt ltd","polycon international ltd"
"2775",1678,634,2.28,"financial eyes (india) ltd","polyplex corporation ltd"
"2776",1678,1341,2.41,"mega resources ltd","polyplex corporation ltd"
"2777",1679,1552,4.8,"olympic commercial enterprises ltd","polytex india ltd"
"2778",1679,2114,2.53,"sharad khaitan","polytex india ltd"
"2779",1679,2487,2.67,"tiger texturising pvt ltd","polytex india ltd"
"2780",1682,154,6.61,"arun kapur","poona dal oil inds. ltd"
"2781",1682,162,10.05,"arvind kapur","poona dal oil inds. ltd"
"2782",1682,1003,2.21,"jhaveri trading investment pvt ltd","poona dal oil inds. ltd"
"2783",1682,1075,27.55,"kapsons associates pvt ltd","poona dal oil inds. ltd"
"2784",1682,1566,1.13,"optimates finvest pvt ltd","poona dal oil inds. ltd"
"2785",1682,1568,1.78,"optimum stock trading company pvt ltd","poona dal oil inds. ltd"
"2786",1682,1819,2.01,"rakesh kapur","poona dal oil inds. ltd"
"2787",1682,2105,4.85,"shankar resources pvt ltd","poona dal oil inds. ltd"
